Time,Campaign ID,Age group,Channel Name,Spending,Number of Views,Number of Leads
Mar-19,Mar2019_1,65 and above,TikTok ads,0.23,50,2335
Mar-19,Mar2019_1,65 and above,Influencer,0.2,71,1557
Mar-19,Mar2019_1,65 and above,Radio ads,0.14,30,1557
Mar-19,Mar2019_1,65 and above,Facebook ads,0.21,115,3893
Mar-19,Mar2019_1,65 and above,TV ads,0.15,86,3114
Mar-19,Mar2019_1,65 and above,Google banner ads,0.18,108,7786
Mar-19,Mar2019_1,35-44,Sponsored search ads,0.24,130,3114
Mar-19,Mar2019_1,35-44,LinkedIn,0.24,85,3114
Mar-19,Mar2019_1,35-44,TikTok ads,0.33,111,7007
Mar-19,Mar2019_1,35-44,Influencer,0.29,167,12458
Mar-19,Mar2019_1,35-44,Radio ads,0.2,67,1557
Mar-19,Mar2019_1,35-44,Facebook ads,0.31,83,778
Mar-19,Mar2019_1,35-44,TV ads,0.22,60,1557
Mar-19,Mar2019_1,35-44,Google banner ads,0.27,96,778
Mar-19,Mar2019_1,55-64,Sponsored search ads,0.19,100,4671
Mar-19,Mar2019_1,55-64,LinkedIn,0.19,80,3114
Mar-19,Mar2019_1,55-64,TikTok ads,0.26,82,5450
Mar-19,Mar2019_1,55-64,Influencer,0.22,65,3114
Mar-19,Mar2019_1,55-64,Radio ads,0.15,46,3114
Mar-19,Mar2019_1,55-64,Facebook ads,0.24,136,3114
Mar-19,Mar2019_1,55-64,TV ads,0.17,102,4671
Mar-19,Mar2019_1,55-64,Google banner ads,0.2,102,2335
Mar-19,Mar2019_1,18-24,Sponsored search ads,0.28,81,5450
Mar-19,Mar2019_1,18-24,LinkedIn,0.28,88,6229
Mar-19,Mar2019_1,18-24,TikTok ads,0.38,135,778
Mar-19,Mar2019_1,18-24,Influencer,0.33,147,4671
Mar-19,Mar2019_1,18-24,Radio ads,0.23,137,4671
Mar-19,Mar2019_1,18-24,Facebook ads,0.36,118,5450
Mar-19,Mar2019_1,18-24,TV ads,0.26,127,9343
Mar-19,Mar2019_1,18-24,Google banner ads,0.31,70,2335
Mar-19,Mar2019_2,18-24,LinkedIn,0.49,223,14015
Mar-19,Mar2019_2,18-24,Influencer,0.58,176,10122
Mar-19,Mar2019_2,18-24,Google banner ads,0.53,134,7007
Mar-19,Mar2019_2,18-24,Instagram Ads,0.58,333,3893
Mar-19,Mar2019_2,18-24,Radio ads,0.4,100,4671
Mar-19,Mar2019_2,18-24,Email,0.31,69,778
Mar-19,Mar2019_2,18-24,Newspaper ads,0.36,99,3893
Mar-19,Mar2019_2,18-24,TV ads,0.44,135,5450
Mar-19,Mar2019_2,18-24,Facebook ads,0.62,258,14793
Mar-19,Mar2019_2,18-24,TikTok ads,0.67,392,16351
Mar-19,Mar2019_2,35-44,LinkedIn,0.42,147,3114
Mar-19,Mar2019_2,35-44,Influencer,0.5,231,16351
Mar-19,Mar2019_2,35-44,Google banner ads,0.46,237,4671
Mar-19,Mar2019_2,35-44,Instagram Ads,0.5,283,16351
Mar-19,Mar2019_2,35-44,Radio ads,0.35,88,4671
Mar-19,Mar2019_2,35-44,Email,0.27,86,3114
Mar-19,Mar2019_2,35-44,Newspaper ads,0.31,100,778
Mar-19,Mar2019_2,35-44,TV ads,0.39,198,12458
Mar-19,Mar2019_2,35-44,Facebook ads,0.54,160,3893
Mar-19,Mar2019_2,35-44,TikTok ads,0.58,218,14015
Mar-19,Mar2019_3,35-44,Instagram Ads,0.55,300,3114
Mar-19,Mar2019_3,35-44,Google banner ads,0.51,175,8564
Mar-19,Mar2019_3,35-44,TikTok ads,0.63,217,8564
Mar-19,Mar2019_3,35-44,LinkedIn,0.46,271,2335
Mar-19,Mar2019_3,35-44,Newspaper ads,0.34,79,1557
Mar-19,Mar2019_3,35-44,Sponsored search ads,0.46,167,6229
Mar-19,Mar2019_3,35-44,Email,0.29,64,3893
Mar-19,Mar2019_3,35-44,Facebook ads,0.59,302,7786
Mar-19,Mar2019_3,18-24,Instagram Ads,0.63,195,1557
Mar-19,Mar2019_3,18-24,Google banner ads,0.58,213,5450
Mar-19,Mar2019_3,18-24,TikTok ads,0.73,332,14793
Mar-19,Mar2019_3,18-24,LinkedIn,0.54,317,19465
Mar-19,Mar2019_3,18-24,Newspaper ads,0.39,92,4671
Mar-19,Mar2019_3,18-24,Sponsored search ads,0.54,132,3893
Mar-19,Mar2019_3,18-24,Email,0.34,146,5450
Mar-19,Mar2019_3,18-24,Facebook ads,0.68,331,21022
Mar-19,Mar2019_3,45-54,Instagram Ads,0.46,251,2335
Mar-19,Mar2019_3,45-54,Google banner ads,0.43,199,14793
Mar-19,Mar2019_3,45-54,TikTok ads,0.54,273,11679
Mar-19,Mar2019_3,45-54,LinkedIn,0.39,239,2335
Mar-19,Mar2019_3,45-54,Newspaper ads,0.29,68,3893
Mar-19,Mar2019_3,45-54,Sponsored search ads,0.39,167,2335
Mar-19,Mar2019_3,45-54,Email,0.25,89,778
Mar-19,Mar2019_3,45-54,Facebook ads,0.5,208,3114
Mar-19,Mar2019_3,65 and above,Instagram Ads,0.38,78,2335
Mar-19,Mar2019_3,65 and above,Google banner ads,0.35,104,3114
Mar-19,Mar2019_3,65 and above,TikTok ads,0.44,151,7786
Mar-19,Mar2019_3,65 and above,LinkedIn,0.32,154,2335
Mar-19,Mar2019_3,65 and above,Newspaper ads,0.23,94,6229
Mar-19,Mar2019_3,65 and above,Sponsored search ads,0.32,84,6229
Mar-19,Mar2019_3,65 and above,Email,0.2,43,0
Mar-19,Mar2019_3,65 and above,Facebook ads,0.41,112,3893
Mar-19,Mar2019_3,55-64,Instagram Ads,0.42,137,4671
Mar-19,Mar2019_3,55-64,Google banner ads,0.39,228,7007
Mar-19,Mar2019_3,55-64,TikTok ads,0.49,267,3114
Mar-19,Mar2019_3,55-64,LinkedIn,0.36,190,13236
Mar-19,Mar2019_3,55-64,Newspaper ads,0.26,83,3114
Mar-19,Mar2019_3,55-64,Sponsored search ads,0.36,99,778
Mar-19,Mar2019_3,55-64,Email,0.23,117,5450
Mar-19,Mar2019_3,55-64,Facebook ads,0.45,231,8564
Mar-19,Mar2019_3,25-34,Instagram Ads,0.59,180,6229
Mar-19,Mar2019_3,25-34,Google banner ads,0.55,125,3114
Mar-19,Mar2019_3,25-34,TikTok ads,0.68,221,12458
Mar-19,Mar2019_3,25-34,LinkedIn,0.5,112,2335
Mar-19,Mar2019_3,25-34,Newspaper ads,0.36,114,4671
Mar-19,Mar2019_3,25-34,Sponsored search ads,0.5,151,2335
Mar-19,Mar2019_3,25-34,Email,0.32,98,3114
Mar-19,Mar2019_3,25-34,Facebook ads,0.64,265,2335
Mar-19,Mar2019_4,45-54,TikTok ads,0.07,40,0
Mar-19,Mar2019_4,45-54,LinkedIn,0.05,14,0
Mar-19,Mar2019_4,45-54,Radio ads,0.04,10,0
Mar-19,Mar2019_4,45-54,Google banner ads,0.05,21,778
Mar-19,Mar2019_4,45-54,Email,0.03,7,0
Mar-19,Mar2019_4,45-54,Facebook ads,0.06,34,1557
Mar-19,Mar2019_4,45-54,TV ads,0.05,15,0
Mar-19,Mar2019_4,45-54,Instagram Ads,0.06,16,778
Mar-19,Mar2019_4,65 and above,TikTok ads,0.06,33,778
Mar-19,Mar2019_4,65 and above,LinkedIn,0.04,21,0
Mar-19,Mar2019_4,65 and above,Radio ads,0.03,6,0
Mar-19,Mar2019_4,65 and above,Google banner ads,0.04,16,778
Mar-19,Mar2019_4,65 and above,Email,0.03,13,778
Mar-19,Mar2019_4,65 and above,Facebook ads,0.05,20,778
Mar-19,Mar2019_4,65 and above,TV ads,0.04,13,0
Mar-19,Mar2019_4,65 and above,Instagram Ads,0.05,22,778
Mar-19,Mar2019_4,18-24,TikTok ads,0.09,25,1557
Mar-19,Mar2019_4,18-24,LinkedIn,0.07,33,1557
Mar-19,Mar2019_4,18-24,Radio ads,0.06,34,778
Mar-19,Mar2019_4,18-24,Google banner ads,0.08,17,778
Mar-19,Mar2019_4,18-24,Email,0.04,24,0
Mar-19,Mar2019_4,18-24,Facebook ads,0.09,18,0
Mar-19,Mar2019_4,18-24,TV ads,0.06,20,778
Mar-19,Mar2019_4,18-24,Instagram Ads,0.08,16,778
Mar-19,Mar2019_4,35-44,TikTok ads,0.08,44,2335
Mar-19,Mar2019_4,35-44,LinkedIn,0.06,14,0
Mar-19,Mar2019_4,35-44,Radio ads,0.05,28,0
Mar-19,Mar2019_4,35-44,Google banner ads,0.06,14,778
Mar-19,Mar2019_4,35-44,Email,0.04,17,778
Mar-19,Mar2019_4,35-44,Facebook ads,0.08,45,2335
Mar-19,Mar2019_4,35-44,TV ads,0.05,19,0
Mar-19,Mar2019_4,35-44,Instagram Ads,0.07,18,0
Mar-19,Mar2019_5,45-54,Radio ads,1.08,270,3893
Mar-19,Mar2019_5,45-54,Sponsored search ads,1.32,312,6229
Mar-19,Mar2019_5,45-54,Email,0.84,339,2335
Mar-19,Mar2019_5,45-54,Facebook ads,1.68,420,29587
Mar-19,Mar2019_5,65 and above,Radio ads,0.88,493,31923
Mar-19,Mar2019_5,65 and above,Sponsored search ads,1.08,528,28030
Mar-19,Mar2019_5,65 and above,Email,0.69,216,6229
Mar-19,Mar2019_5,65 and above,Facebook ads,1.37,410,31145
Mar-19,Mar2019_6,55-64,Google banner ads,0,0,0
Mar-19,Mar2019_6,55-64,Newspaper ads,0,0,0
Mar-19,Mar2019_6,55-64,Radio ads,0,0,0
Mar-19,Mar2019_6,55-64,TV ads,0,0,0
Mar-19,Mar2019_6,55-64,Sponsored search ads,0,0,0
Mar-19,Mar2019_6,55-64,LinkedIn,0,0,0
Mar-19,Mar2019_6,55-64,Facebook ads,0,0,0
Mar-19,Mar2019_6,55-64,Email,0,0,0
Mar-19,Mar2019_6,65 and above,Google banner ads,0,0,0
Mar-19,Mar2019_6,65 and above,Newspaper ads,0,0,0
Mar-19,Mar2019_6,65 and above,Radio ads,0,0,0
Mar-19,Mar2019_6,65 and above,TV ads,0,0,0
Mar-19,Mar2019_6,65 and above,Sponsored search ads,0,0,0
Mar-19,Mar2019_6,65 and above,LinkedIn,0,0,0
Mar-19,Mar2019_6,65 and above,Facebook ads,0,0,0
Mar-19,Mar2019_6,65 and above,Email,0,0,0
Mar-19,Mar2019_6,18-24,Google banner ads,0,0,0
Mar-19,Mar2019_6,18-24,Newspaper ads,0,0,0
Mar-19,Mar2019_6,18-24,Radio ads,0,0,0
Mar-19,Mar2019_6,18-24,TV ads,0,0,0
Mar-19,Mar2019_6,18-24,Sponsored search ads,0,0,0
Mar-19,Mar2019_6,18-24,LinkedIn,0,0,0
Mar-19,Mar2019_6,18-24,Facebook ads,0,0,0
Mar-19,Mar2019_6,18-24,Email,0,0,0
Mar-19,Mar2019_6,35-44,Google banner ads,0,0,0
Mar-19,Mar2019_6,35-44,Newspaper ads,0,0,0
Mar-19,Mar2019_6,35-44,Radio ads,0,0,0
Mar-19,Mar2019_6,35-44,TV ads,0,0,0
Mar-19,Mar2019_6,35-44,Sponsored search ads,0,0,0
Mar-19,Mar2019_6,35-44,LinkedIn,0,0,0
Mar-19,Mar2019_6,35-44,Facebook ads,0,0,0
Mar-19,Mar2019_6,35-44,Email,0,0,0
Mar-19,Mar2019_6,45-54,Google banner ads,0,0,0
Mar-19,Mar2019_6,45-54,Newspaper ads,0,0,0
Mar-19,Mar2019_6,45-54,Radio ads,0,0,0
Mar-19,Mar2019_6,45-54,TV ads,0,0,0
Mar-19,Mar2019_6,45-54,Sponsored search ads,0,0,0
Mar-19,Mar2019_6,45-54,LinkedIn,0,0,0
Mar-19,Mar2019_6,45-54,Facebook ads,0,0,0
Mar-19,Mar2019_6,45-54,Email,0,0,0
Mar-19,Mar2019_6,25-34,Google banner ads,0,0,0
Mar-19,Mar2019_6,25-34,Newspaper ads,0,0,0
Mar-19,Mar2019_6,25-34,Radio ads,0,0,0
Mar-19,Mar2019_6,25-34,TV ads,0,0,0
Mar-19,Mar2019_6,25-34,Sponsored search ads,0,0,0
Mar-19,Mar2019_6,25-34,LinkedIn,0,0,0
Mar-19,Mar2019_6,25-34,Facebook ads,0,0,0
Mar-19,Mar2019_6,25-34,Email,0,0,0
Mar-19,Mar2019_7,55-64,Radio ads,0.16,52,1557
Mar-19,Mar2019_7,55-64,Email,0.13,76,4671
Mar-19,Mar2019_7,55-64,Instagram Ads,0.23,124,7007
Mar-19,Mar2019_7,55-64,Sponsored search ads,0.2,81,2335
Mar-19,Mar2019_7,18-24,Radio ads,0.24,74,2335
Mar-19,Mar2019_7,18-24,Email,0.19,40,0
Mar-19,Mar2019_7,18-24,Instagram Ads,0.35,112,3114
Mar-19,Mar2019_7,18-24,Sponsored search ads,0.3,146,2335
Mar-20,Mar2020_1,25-34,Radio ads,1.1,504,2251
Mar-20,Mar2020_1,25-34,Google banner ads,1.46,513,1421
Mar-20,Mar2020_1,25-34,Instagram Ads,1.59,1323,7643
Mar-20,Mar2020_1,25-34,Influencer,1.59,1189,1895
Mar-20,Mar2020_1,45-54,Radio ads,0.86,579,2014
Mar-20,Mar2020_1,45-54,Google banner ads,1.15,1056,5332
Mar-20,Mar2020_1,45-54,Instagram Ads,1.25,428,710
Mar-20,Mar2020_1,45-54,Influencer,1.25,1047,6043
Mar-20,Mar2020_1,65 and above,Radio ads,0.71,351,1481
Mar-20,Mar2020_1,65 and above,Google banner ads,0.94,476,355
Mar-20,Mar2020_1,65 and above,Instagram Ads,1.02,849,3791
Mar-20,Mar2020_1,65 and above,Influencer,1.02,353,473
Mar-20,Mar2020_1,18-24,Radio ads,1.18,1105,4443
Mar-20,Mar2020_1,18-24,Google banner ads,1.57,1278,3377
Mar-20,Mar2020_1,18-24,Instagram Ads,1.7,1084,4206
Mar-20,Mar2020_1,18-24,Influencer,1.7,1390,3317
Mar-20,Mar2020_1,35-44,Radio ads,1.02,748,3495
Mar-20,Mar2020_1,35-44,Google banner ads,1.36,1111,3614
Mar-20,Mar2020_1,35-44,Instagram Ads,1.47,898,1007
Mar-20,Mar2020_1,35-44,Influencer,1.47,920,3969
Mar-20,Mar2020_2,45-54,TikTok ads,0.02,17,0
Mar-20,Mar2020_2,45-54,Sponsored search ads,0.01,5,0
Mar-20,Mar2020_2,45-54,TV ads,0.01,11,0
Mar-20,Mar2020_2,45-54,Facebook ads,0.02,16,0
Mar-20,Mar2020_2,45-54,LinkedIn,0.01,12,59
Mar-20,Mar2020_2,45-54,Google banner ads,0.02,14,0
Mar-20,Mar2020_2,45-54,Radio ads,0.01,9,0
Mar-20,Mar2020_2,45-54,Influencer,0.02,14,0
Mar-20,Mar2020_2,18-24,TikTok ads,0.03,8,0
Mar-20,Mar2020_2,18-24,Sponsored search ads,0.02,16,0
Mar-20,Mar2020_2,18-24,TV ads,0.02,11,0
Mar-20,Mar2020_2,18-24,Facebook ads,0.03,21,0
Mar-20,Mar2020_2,18-24,LinkedIn,0.02,17,59
Mar-20,Mar2020_2,18-24,Google banner ads,0.02,19,59
Mar-20,Mar2020_2,18-24,Radio ads,0.02,13,0
Mar-20,Mar2020_2,18-24,Influencer,0.02,9,0
Mar-20,Mar2020_2,55-64,TikTok ads,0.02,10,0
Mar-20,Mar2020_2,55-64,Sponsored search ads,0.01,8,0
Mar-20,Mar2020_2,55-64,TV ads,0.01,7,0
Mar-20,Mar2020_2,55-64,Facebook ads,0.02,5,0
Mar-20,Mar2020_2,55-64,LinkedIn,0.01,9,0
Mar-20,Mar2020_2,55-64,Google banner ads,0.01,10,0
Mar-20,Mar2020_2,55-64,Radio ads,0.01,7,0
Mar-20,Mar2020_2,55-64,Influencer,0.02,13,59
Mar-20,Mar2020_2,65 and above,TikTok ads,0.02,5,0
Mar-20,Mar2020_2,65 and above,Sponsored search ads,0.01,9,0
Mar-20,Mar2020_2,65 and above,TV ads,0.01,8,0
Mar-20,Mar2020_2,65 and above,Facebook ads,0.02,6,0
Mar-20,Mar2020_2,65 and above,LinkedIn,0.01,9,0
Mar-20,Mar2020_2,65 and above,Google banner ads,0.01,7,0
Mar-20,Mar2020_2,65 and above,Radio ads,0.01,7,0
Mar-20,Mar2020_2,65 and above,Influencer,0.01,5,0
Mar-20,Mar2020_2,25-34,TikTok ads,0.03,10,0
Mar-20,Mar2020_2,25-34,Sponsored search ads,0.02,14,59
Mar-20,Mar2020_2,25-34,TV ads,0.02,15,0
Mar-20,Mar2020_2,25-34,Facebook ads,0.02,7,0
Mar-20,Mar2020_2,25-34,LinkedIn,0.02,15,0
Mar-20,Mar2020_2,25-34,Google banner ads,0.02,18,59
Mar-20,Mar2020_2,25-34,Radio ads,0.02,10,0
Mar-20,Mar2020_2,25-34,Influencer,0.02,16,0
Mar-20,Mar2020_3,45-54,Google banner ads,0.06,54,59
Mar-20,Mar2020_3,45-54,Sponsored search ads,0.06,20,0
Mar-20,Mar2020_3,45-54,Influencer,0.07,57,236
Mar-20,Mar2020_3,45-54,Facebook ads,0.07,61,296
Mar-20,Mar2020_3,35-44,Google banner ads,0.07,25,59
Mar-20,Mar2020_3,35-44,Sponsored search ads,0.07,47,236
Mar-20,Mar2020_3,35-44,Influencer,0.08,58,236
Mar-20,Mar2020_3,35-44,Facebook ads,0.08,63,236
Mar-20,Mar2020_3,25-34,Google banner ads,0.08,50,236
Mar-20,Mar2020_3,25-34,Sponsored search ads,0.07,63,177
Mar-20,Mar2020_3,25-34,Influencer,0.08,40,118
Mar-20,Mar2020_3,25-34,Facebook ads,0.09,69,177
Mar-20,Mar2020_3,65 and above,Google banner ads,0.05,31,59
Mar-20,Mar2020_3,65 and above,Sponsored search ads,0.04,26,118
Mar-20,Mar2020_3,65 and above,Influencer,0.05,23,118
Mar-20,Mar2020_3,65 and above,Facebook ads,0.06,25,0
Mar-20,Mar2020_3,55-64,Google banner ads,0.05,20,59
Mar-20,Mar2020_3,55-64,Sponsored search ads,0.05,16,59
Mar-20,Mar2020_3,55-64,Influencer,0.06,39,177
Mar-20,Mar2020_3,55-64,Facebook ads,0.06,51,59
Mar-20,Mar2020_3,18-24,Google banner ads,0.08,26,0
Mar-20,Mar2020_3,18-24,Sponsored search ads,0.08,41,0
Mar-20,Mar2020_3,18-24,Influencer,0.09,53,59
Mar-20,Mar2020_3,18-24,Facebook ads,0.1,51,236
Mar-20,Mar2020_4,35-44,LinkedIn,0.08,27,0
Mar-20,Mar2020_4,35-44,Email,0.05,40,0
Mar-20,Mar2020_4,35-44,Instagram Ads,0.1,44,118
Mar-20,Mar2020_4,35-44,TikTok ads,0.12,55,236
Mar-20,Mar2020_4,18-24,LinkedIn,0.1,69,118
Mar-20,Mar2020_4,18-24,Email,0.06,31,118
Mar-20,Mar2020_4,18-24,Instagram Ads,0.12,48,59
Mar-20,Mar2020_4,18-24,TikTok ads,0.13,71,177
Mar-20,Mar2020_5,18-24,TV ads,0.16,110,473
Mar-20,Mar2020_5,18-24,TikTok ads,0.23,193,888
Mar-20,Mar2020_5,18-24,Instagram Ads,0.2,189,888
Mar-20,Mar2020_5,18-24,Google banner ads,0.19,136,296
Mar-20,Mar2020_5,18-24,LinkedIn,0.17,117,592
Mar-20,Mar2020_5,18-24,Newspaper ads,0.12,62,0
Mar-20,Mar2020_5,18-24,Sponsored search ads,0.17,88,473
Mar-20,Mar2020_5,18-24,Radio ads,0.14,113,177
Mar-20,Mar2020_5,35-44,TV ads,0.14,43,177
Mar-20,Mar2020_5,35-44,TikTok ads,0.2,136,118
Mar-20,Mar2020_5,35-44,Instagram Ads,0.18,161,592
Mar-20,Mar2020_5,35-44,Google banner ads,0.16,116,592
Mar-20,Mar2020_5,35-44,LinkedIn,0.15,77,236
Mar-20,Mar2020_5,35-44,Newspaper ads,0.11,72,355
Mar-20,Mar2020_5,35-44,Sponsored search ads,0.15,58,236
Mar-20,Mar2020_5,35-44,Radio ads,0.12,81,355
Mar-20,Mar2020_5,55-64,TV ads,0.1,86,0
Mar-20,Mar2020_5,55-64,TikTok ads,0.16,73,59
Mar-20,Mar2020_5,55-64,Instagram Ads,0.14,81,414
Mar-20,Mar2020_5,55-64,Google banner ads,0.12,39,118
Mar-20,Mar2020_5,55-64,LinkedIn,0.11,99,533
Mar-20,Mar2020_5,55-64,Newspaper ads,0.08,60,296
Mar-20,Mar2020_5,55-64,Sponsored search ads,0.11,58,118
Mar-20,Mar2020_5,55-64,Radio ads,0.09,32,59
Mar-20,Mar2020_5,45-54,TV ads,0.11,68,118
Mar-20,Mar2020_5,45-54,TikTok ads,0.17,65,59
Mar-20,Mar2020_5,45-54,Instagram Ads,0.15,65,355
Mar-20,Mar2020_5,45-54,Google banner ads,0.14,125,59
Mar-20,Mar2020_5,45-54,LinkedIn,0.13,52,236
Mar-20,Mar2020_5,45-54,Newspaper ads,0.09,30,118
Mar-20,Mar2020_5,45-54,Sponsored search ads,0.13,69,236
Mar-20,Mar2020_5,45-54,Radio ads,0.1,81,118
Mar-20,Mar2020_6,35-44,TikTok ads,0.71,545,710
Mar-20,Mar2020_6,35-44,Sponsored search ads,0.52,192,473
Mar-20,Mar2020_6,35-44,Radio ads,0.42,148,177
Mar-20,Mar2020_6,35-44,Email,0.33,117,592
Mar-20,Mar2020_6,35-44,Google banner ads,0.57,452,2310
Mar-20,Mar2020_6,35-44,Instagram Ads,0.61,524,2903
Mar-20,Mar2020_6,45-54,TikTok ads,0.6,256,1362
Mar-20,Mar2020_6,45-54,Sponsored search ads,0.44,281,414
Mar-20,Mar2020_6,45-54,Radio ads,0.36,259,592
Mar-20,Mar2020_6,45-54,Email,0.28,95,59
Mar-20,Mar2020_6,45-54,Google banner ads,0.48,276,1362
Mar-20,Mar2020_6,45-54,Instagram Ads,0.52,263,1184
Mar-20,Mar2020_6,25-34,TikTok ads,0.76,264,651
Mar-20,Mar2020_6,25-34,Sponsored search ads,0.56,219,1125
Mar-20,Mar2020_6,25-34,Radio ads,0.46,419,947
Mar-20,Mar2020_6,25-34,Email,0.35,330,1481
Mar-20,Mar2020_6,25-34,Google banner ads,0.61,191,592
Mar-20,Mar2020_6,25-34,Instagram Ads,0.66,550,1836
Mar-20,Mar2020_6,55-64,TikTok ads,0.54,357,1007
Mar-20,Mar2020_6,55-64,Sponsored search ads,0.4,223,118
Mar-20,Mar2020_6,55-64,Radio ads,0.33,229,1066
Mar-20,Mar2020_6,55-64,Email,0.25,204,770
Mar-20,Mar2020_6,55-64,Google banner ads,0.43,228,118
Mar-20,Mar2020_6,55-64,Instagram Ads,0.47,411,1125
Mar-20,Mar2020_6,18-24,TikTok ads,0.81,562,888
Mar-20,Mar2020_6,18-24,Sponsored search ads,0.6,240,236
Mar-20,Mar2020_6,18-24,Radio ads,0.49,397,1599
Mar-20,Mar2020_6,18-24,Email,0.38,267,1421
Mar-20,Mar2020_6,18-24,Google banner ads,0.65,268,355
Mar-20,Mar2020_6,18-24,Instagram Ads,0.71,304,829
Mar-20,Mar2020_6,65 and above,TikTok ads,0.49,420,2192
Mar-20,Mar2020_6,65 and above,Sponsored search ads,0.36,244,947
Mar-20,Mar2020_6,65 and above,Radio ads,0.29,256,947
Mar-20,Mar2020_6,65 and above,Email,0.23,104,414
Mar-20,Mar2020_6,65 and above,Google banner ads,0.39,311,1184
Mar-20,Mar2020_6,65 and above,Instagram Ads,0.42,205,533
Mar-21,Mar2021_1,35-44,Facebook ads,0.57,392,3870
Mar-21,Mar2021_1,35-44,LinkedIn,0.44,183,1935
Mar-21,Mar2021_1,35-44,Radio ads,0.36,214,483
Mar-21,Mar2021_1,35-44,TV ads,0.4,301,846
Mar-21,Mar2021_1,35-44,Instagram Ads,0.53,264,1572
Mar-21,Mar2021_1,45-54,Facebook ads,0.48,279,2298
Mar-21,Mar2021_1,45-54,LinkedIn,0.38,142,604
Mar-21,Mar2021_1,45-54,Radio ads,0.31,102,241
Mar-21,Mar2021_1,45-54,TV ads,0.34,234,2177
Mar-21,Mar2021_1,45-54,Instagram Ads,0.44,217,483
Mar-21,Mar2021_1,55-64,Facebook ads,0.43,214,846
Mar-21,Mar2021_1,55-64,LinkedIn,0.34,226,483
Mar-21,Mar2021_1,55-64,Radio ads,0.28,137,967
Mar-21,Mar2021_1,55-64,TV ads,0.31,239,483
Mar-21,Mar2021_1,55-64,Instagram Ads,0.4,128,1451
Mar-21,Mar2021_1,65 and above,Facebook ads,0.39,183,1693
Mar-21,Mar2021_1,65 and above,LinkedIn,0.31,204,846
Mar-21,Mar2021_1,65 and above,Radio ads,0.25,93,362
Mar-21,Mar2021_1,65 and above,TV ads,0.28,183,1814
Mar-21,Mar2021_1,65 and above,Instagram Ads,0.36,226,1330
Mar-21,Mar2021_2,45-54,TikTok ads,0.22,145,967
Mar-21,Mar2021_2,45-54,Newspaper ads,0.12,69,241
Mar-21,Mar2021_2,45-54,Radio ads,0.13,71,241
Mar-21,Mar2021_2,45-54,Sponsored search ads,0.16,119,967
Mar-21,Mar2021_2,45-54,Influencer,0.19,105,362
Mar-21,Mar2021_2,45-54,Email,0.1,48,362
Mar-21,Mar2021_2,45-54,Instagram Ads,0.19,73,120
Mar-21,Mar2021_2,35-44,TikTok ads,0.26,108,967
Mar-21,Mar2021_2,35-44,Newspaper ads,0.14,99,483
Mar-21,Mar2021_2,35-44,Radio ads,0.16,103,483
Mar-21,Mar2021_2,35-44,Sponsored search ads,0.19,99,120
Mar-21,Mar2021_2,35-44,Influencer,0.23,141,1209
Mar-21,Mar2021_2,35-44,Email,0.12,37,120
Mar-21,Mar2021_2,35-44,Instagram Ads,0.23,114,1088
Mar-21,Mar2021_2,55-64,TikTok ads,0.2,137,1209
Mar-21,Mar2021_2,55-64,Newspaper ads,0.11,39,120
Mar-21,Mar2021_2,55-64,Radio ads,0.12,46,362
Mar-21,Mar2021_2,55-64,Sponsored search ads,0.15,87,0
Mar-21,Mar2021_2,55-64,Influencer,0.17,110,362
Mar-21,Mar2021_2,55-64,Email,0.09,62,604
Mar-21,Mar2021_2,55-64,Instagram Ads,0.17,116,604
Mar-21,Mar2021_2,18-24,TikTok ads,0.3,131,725
Mar-21,Mar2021_2,18-24,Newspaper ads,0.16,85,241
Mar-21,Mar2021_2,18-24,Radio ads,0.18,133,846
Mar-21,Mar2021_2,18-24,Sponsored search ads,0.22,65,725
Mar-21,Mar2021_2,18-24,Influencer,0.26,132,1451
Mar-21,Mar2021_2,18-24,Email,0.14,64,120
Mar-21,Mar2021_2,18-24,Instagram Ads,0.26,166,967
Mar-21,Mar2021_3,25-34,Radio ads,0.21,157,1451
Mar-21,Mar2021_3,25-34,TikTok ads,0.36,273,362
Mar-21,Mar2021_3,25-34,TV ads,0.24,101,241
Mar-21,Mar2021_3,25-34,Facebook ads,0.33,220,2298
Mar-21,Mar2021_3,25-34,LinkedIn,0.26,127,1209
Mar-21,Mar2021_3,25-34,Newspaper ads,0.19,132,241
Mar-21,Mar2021_3,25-34,Influencer,0.31,139,362
Mar-21,Mar2021_3,25-34,Sponsored search ads,0.26,157,846
Mar-21,Mar2021_3,25-34,Google banner ads,0.28,171,1814
Mar-21,Mar2021_3,45-54,Radio ads,0.17,79,846
Mar-21,Mar2021_3,45-54,TikTok ads,0.28,131,362
Mar-21,Mar2021_3,45-54,TV ads,0.19,99,483
Mar-21,Mar2021_3,45-54,Facebook ads,0.26,84,120
Mar-21,Mar2021_3,45-54,LinkedIn,0.2,131,1451
Mar-21,Mar2021_3,45-54,Newspaper ads,0.15,72,120
Mar-21,Mar2021_3,45-54,Influencer,0.24,155,1572
Mar-21,Mar2021_3,45-54,Sponsored search ads,0.2,87,241
Mar-21,Mar2021_3,45-54,Google banner ads,0.22,96,967
Mar-21,Mar2021_3,35-44,Radio ads,0.2,94,725
Mar-21,Mar2021_3,35-44,TikTok ads,0.33,98,362
Mar-21,Mar2021_3,35-44,TV ads,0.22,82,120
